c_raw,change_mean,before_znorm,after_mean,page_qnum,topic,n_bin,e_bin,change_raw,n_znorm,a_raw,ffvalue,o_znorm,before_bin,c_znorm,WorkerId,before_mean,c_bin,o_bin,entrenched,before_raw,n_raw,e_raw,a_bin,e_znorm,change_bin,change_znorm,o_raw,a_znorm
5.5,-0.151,1.070784208,3.493,6_2,gaymarriage,low,low,0,-2.568112322,2,3,-0.659108867,high,-0.145154473,499,3.342,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,0.165706204,5,-2.673520545
6,-0.151,0.650995466,3.493,6_2,gaymarriage,middle,middle,0.07,-0.352911841,5,3,0.299594939,middle,0.283997883,85,3.342,middle,middle,FALSE,4.35,4.5,5.5,middle,0.765727826,middle,0.24252365,6,-0.286657564
6,-0.151,-0.091707695,3.493,6_2,gaymarriage,middle,middle,-0.01,-0.722111921,5.5,3,0.778946843,middle,0.283997883,59,3.342,middle,middle,FALSE,3.2,4,3.5,middle,-0.711420888,middle,0.154732283,6.5,0.111152933
5.5,-0.151,1.070784208,3.493,6_2,gaymarriage,middle,middle,0,0.016288239,6.5,3,-1.13846077,high,-0.145154473,321,3.342,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,0.165706204,4.5,0.906773927
4.5,-0.151,0.005166631,3.493,6_2,gaymarriage,middle,middle,-0.03,-0.352911841,4.5,3,-1.13846077,middle,-1.003459186,68,3.342,low,low,FALSE,3.35,4.5,3.5,middle,-0.711420888,middle,0.132784442,4.5,-0.684468061
6,-0.151,-1.512531132,3.493,6_2,gaymarriage,high,middle,-4,1.123888479,5,3,-0.179756964,low,0.283997883,304,3.342,middle,middle,TRUE,1,6.5,5,middle,0.396440648,low,-4.223862113,5.5,-0.286657564
6.5,-0.151,-1.028159505,3.493,6_2,gaymarriage,low,middle,-0.35,-1.091312001,3,3,0.778946843,low,0.713150239,393,3.342,middle,middle,FALSE,1.75,3.5,4,low,-0.34213371,middle,-0.218381024,6.5,-1.877899551
6.5,-0.151,-1.512531132,3.493,6_2,gaymarriage,middle,middle,0,0.016288239,7,3,0.778946843,low,0.713150239,261,3.342,middle,middle,TRUE,1,5,5.5,high,0.765727826,middle,0.165706204,6.5,1.304584424
7,-0.151,0.812452674,3.493,6_2,gaymarriage,high,middle,0.21,1.123888479,6.5,3,0.778946843,middle,1.142302595,252,3.342,high,middle,TRUE,4.6,6.5,5,middle,0.396440648,middle,0.396158541,6.5,0.906773927
6,-0.151,-1.512531132,3.493,6_2,gaymarriage,high,high,0,1.493088559,3.5,3,1.258298746,low,0.283997883,591,3.342,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,0.165706204,7,-1.480089055
4,-0.151,0.883493846,3.493,6_2,gaymarriage,middle,middle,0.03,-0.352911841,5.5,3,-0.179756964,middle,-1.432611542,428,3.342,low,middle,TRUE,4.71,4.5,4.5,middle,0.027153469,middle,0.198627966,5.5,0.111152933
4,-0.151,0.250581588,3.493,6_2,gaymarriage,middle,middle,0.22,-0.352911841,4,3,-1.13846077,middle,-1.432611542,258,3.342,low,low,FALSE,3.73,4.5,4.5,low,0.027153469,middle,0.407132461,4.5,-1.082278558
5,-0.151,0.663912042,3.493,6_2,gaymarriage,middle,middle,0.91,-0.352911841,4.5,3,-1.617812673,middle,-0.57430683,203,3.342,middle,low,FALSE,4.37,4.5,5,middle,0.396440648,high,1.164332996,4,-0.684468061
6.5,-0.151,0.877035558,3.493,6_2,gaymarriage,middle,middle,0.03,0.016288239,4,3,0.299594939,middle,0.713150239,414,3.342,middle,middle,TRUE,4.7,5,5.5,low,0.765727826,middle,0.198627966,6,-1.082278558
7,-0.151,-1.512531132,3.493,6_2,gaymarriage,middle,high,0,0.754688399,5.5,3,0.778946843,low,1.142302595,555,3.342,high,middle,TRUE,1,6,7,middle,1.873589362,middle,0.165706204,6.5,0.111152933
6.5,0.229,0.286271358,4.2825,6_3,climatechange,middle,middle,0.08,0.385488319,6.5,-1.8,0.778946843,middle,0.713150239,483,4.5115,middle,middle,TRUE,4.68,5.5,5.5,middle,0.765727826,middle,-0.246246011,6.5,0.906773927
6.5,0.229,0.439175941,4.2825,6_3,climatechange,middle,high,0.11,0.385488319,5,-1.8,-0.659108867,middle,0.713150239,148,4.5115,middle,middle,TRUE,4.77,5.5,6,middle,1.135015005,middle,-0.196666277,5,-0.286657564
6.5,0.229,0.337239553,4.2825,6_3,climatechange,middle,middle,0.08,0.754688399,6.5,-1.8,0.778946843,middle,0.713150239,508,4.5115,middle,middle,TRUE,4.71,6,4,middle,-0.34213371,middle,-0.246246011,6.5,0.906773927
4,0.229,0.626059321,4.2825,6_3,climatechange,middle,middle,-0.01,0.016288239,3.5,-1.8,-0.179756964,middle,-1.432611542,54,4.5115,low,middle,TRUE,4.88,5,3.5,low,-0.711420888,middle,-0.394985212,5.5,-1.480089055
3.5,0.229,0.116377377,4.2825,6_3,climatechange,middle,middle,0.24,-0.352911841,4,-1.8,-1.13846077,middle,-1.861763899,692,4.5115,low,low,TRUE,4.58,4.5,3.5,low,-0.711420888,middle,0.018179236,4.5,-1.082278558
5.5,0.229,0.829932098,4.2825,6_3,climatechange,low,low,0,-2.568112322,2,-1.8,-0.659108867,middle,-0.145154473,499,4.5115,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.378458634,5,-2.673520545
6,0.229,-1.548583639,4.2825,6_3,climatechange,middle,middle,-0.13,-0.352911841,5,-1.8,0.299594939,low,0.283997883,85,4.5115,middle,middle,FALSE,3.6,4.5,5.5,middle,0.765727826,middle,-0.593304147,6,-0.286657564
6,0.229,-0.784060723,4.2825,6_3,climatechange,middle,middle,-0.1,-0.722111921,5.5,-1.8,0.778946843,middle,0.283997883,59,4.5115,middle,middle,FALSE,4.05,4,3.5,middle,-0.711420888,middle,-0.543724413,6.5,0.111152933
5.5,0.229,0.829932098,4.2825,6_3,climatechange,middle,middle,0,0.016288239,6.5,-1.8,-1.13846077,middle,-0.145154473,321,4.5115,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.378458634,4.5,0.906773927
4.5,0.229,-3.094618868,4.2825,6_3,climatechange,middle,middle,-0.5,-0.352911841,4.5,-1.8,-1.13846077,low,-1.003459186,68,4.5115,low,low,FALSE,2.69,4.5,3.5,middle,-0.711420888,low,-1.20478753,4.5,-0.684468061
6,0.229,0.829932098,4.2825,6_3,climatechange,high,middle,0,1.123888479,5,-1.8,-0.179756964,middle,0.283997883,304,4.5115,middle,middle,TRUE,5,6.5,5,middle,0.396440648,middle,-0.378458634,5.5,-0.286657564
6.5,0.229,-0.444272761,4.2825,6_3,climatechange,low,middle,2.1,-1.091312001,3,-1.8,0.778946843,middle,0.713150239,393,4.5115,middle,middle,FALSE,4.25,3.5,4,low,-0.34213371,high,3.092122727,6.5,-1.877899551
6.5,0.229,0.829932098,4.2825,6_3,climatechange,middle,middle,0,0.016288239,7,-1.8,0.778946843,middle,0.713150239,261,4.5115,middle,middle,TRUE,5,5,5.5,high,0.765727826,middle,-0.378458634,6.5,1.304584424
7,0.229,0.371218349,4.2825,6_3,climatechange,high,middle,0.22,1.123888479,6.5,-1.8,0.778946843,middle,1.142302595,252,4.5115,high,middle,TRUE,4.73,6.5,5,middle,0.396440648,middle,-0.01487392,6.5,0.906773927
6,0.229,0.829932098,4.2825,6_3,climatechange,high,high,0,1.493088559,3.5,-1.8,1.258298746,middle,0.283997883,591,4.5115,middle,high,TRUE,5,7,6.5,low,1.504302184,middle,-0.378458634,7,-1.480089055
4,0.229,0.303260756,4.2825,6_3,climatechange,middle,middle,-0.01,-0.352911841,5.5,-1.8,-0.179756964,middle,-1.432611542,428,4.5115,low,middle,TRUE,4.69,4.5,4.5,middle,0.027153469,middle,-0.394985212,5.5,0.111152933
4,0.229,-1.242774473,4.2825,6_3,climatechange,middle,middle,0.27,-0.352911841,4,-1.8,-1.13846077,low,-1.432611542,258,4.5115,low,low,FALSE,3.78,4.5,4.5,low,0.027153469,middle,0.067758969,4.5,-1.082278558
5,0.229,-0.648145538,4.2825,6_3,climatechange,middle,middle,0.41,-0.352911841,4.5,-1.8,-1.617812673,middle,-0.57430683,203,4.5115,middle,low,FALSE,4.13,4.5,5,middle,0.396440648,middle,0.29913106,4,-0.684468061
6.5,0.229,0.303260756,4.2825,6_3,climatechange,middle,middle,1.82,0.016288239,4,-1.8,0.299594939,middle,0.713150239,414,4.5115,middle,middle,TRUE,4.69,5,5.5,low,0.765727826,high,2.629378545,6,-1.082278558
7,0.229,0.829932098,4.2825,6_3,climatechange,middle,high,0,0.754688399,5.5,-1.8,0.778946843,middle,1.142302595,555,4.5115,high,middle,TRUE,5,6,7,middle,1.873589362,middle,-0.378458634,6.5,0.111152933
6.5,0.0215,-0.472856689,3.4515,6_4,abortion,middle,middle,0.25,0.385488319,6.5,4.2,0.778946843,middle,0.713150239,483,3.473,middle,middle,FALSE,2.8,5.5,5.5,middle,0.765727826,middle,0.562029746,6.5,0.906773927
6.5,0.0215,0.883181067,3.4515,6_4,abortion,middle,high,0,0.385488319,5,4.2,-0.659108867,middle,0.713150239,148,3.473,middle,middle,TRUE,4.73,5.5,6,middle,1.135015005,middle,-0.052882449,5,-0.286657564
6.5,0.0215,0.777789532,3.4515,6_4,abortion,middle,middle,0.03,0.754688399,6.5,4.2,0.778946843,middle,0.713150239,508,3.473,middle,middle,TRUE,4.58,6,4,middle,-0.34213371,middle,0.020907015,6.5,0.906773927
4,0.0215,0.988572602,3.4515,6_4,abortion,middle,middle,0.04,0.016288239,3.5,4.2,-0.179756964,middle,-1.432611542,54,3.473,low,middle,TRUE,4.88,5,3.5,low,-0.711420888,middle,0.045503502,5.5,-1.480089055
3.5,0.0215,0.763737327,3.4515,6_4,abortion,middle,middle,0.11,-0.352911841,4,4.2,-1.13846077,middle,-1.861763899,692,3.473,low,low,TRUE,4.56,4.5,3.5,low,-0.711420888,middle,0.217678917,4.5,-1.082278558
5.5,0.0215,-0.26909972,3.4515,6_4,abortion,low,low,0,-2.568112322,2,4.2,-0.659108867,middle,-0.145154473,499,3.473,middle,middle,FALSE,3.09,1.5,3,low,-1.080708067,middle,-0.052882449,5,-2.673520545
6,0.0215,0.74265902,3.4515,6_4,abortion,middle,middle,0.71,-0.352911841,5,4.2,0.299594939,middle,0.283997883,85,3.473,middle,middle,TRUE,4.53,4.5,5.5,middle,0.765727826,high,1.693468185,6,-0.286657564
6,0.0215,-0.437726177,3.4515,6_4,abortion,middle,middle,0.05,-0.722111921,5.5,4.2,0.778946843,middle,0.283997883,59,3.473,middle,middle,FALSE,2.85,4,3.5,middle,-0.711420888,middle,0.07009999,6.5,0.111152933
5.5,0.0215,1.072885831,3.4515,6_4,abortion,middle,middle,0,0.016288239,6.5,4.2,-1.13846077,high,-0.145154473,321,3.473,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.052882449,4.5,0.906773927
4.5,0.0215,-0.093447161,3.4515,6_4,abortion,middle,middle,0.07,-0.352911841,4.5,4.2,-1.13846077,middle,-1.003459186,68,3.473,low,low,FALSE,3.34,4.5,3.5,middle,-0.711420888,middle,0.119292966,4.5,-0.684468061
6,0.0215,1.072885831,3.4515,6_4,abortion,high,middle,0,1.123888479,5,4.2,-0.179756964,high,0.283997883,304,3.473,middle,middle,TRUE,5,6.5,5,middle,0.396440648,middle,-0.052882449,5.5,-0.286657564
6.5,0.0215,-0.92252724,3.4515,6_4,abortion,low,middle,0.11,-1.091312001,3,4.2,0.778946843,middle,0.713150239,393,3.473,middle,middle,FALSE,2.16,3.5,4,low,-0.34213371,middle,0.217678917,6.5,-1.877899551
6.5,0.0215,-1.442458815,3.4515,6_4,abortion,middle,middle,-1.59,0.016288239,7,4.2,0.778946843,low,0.713150239,261,3.473,middle,middle,TRUE,1.42,5,5.5,high,0.765727826,low,-3.963724009,6.5,1.304584424
7,0.0215,0.995598705,3.4515,6_4,abortion,high,middle,0.37,1.123888479,6.5,4.2,0.778946843,middle,1.142302595,252,3.473,high,middle,TRUE,4.89,6.5,5,middle,0.396440648,middle,0.8571876,6.5,0.906773927
6,0.0215,-1.737555114,3.4515,6_4,abortion,high,high,0,1.493088559,3.5,4.2,1.258298746,low,0.283997883,591,3.473,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,-0.052882449,7,-1.480089055
4,0.0215,0.848050555,3.4515,6_4,abortion,middle,middle,-0.06,-0.352911841,5.5,4.2,-0.179756964,middle,-1.432611542,428,3.473,low,middle,TRUE,4.68,4.5,4.5,middle,0.027153469,middle,-0.200461376,5.5,0.111152933
4,0.0215,0.0892315,3.4515,6_4,abortion,middle,middle,0.17,-0.352911841,4,4.2,-1.13846077,middle,-1.432611542,258,3.473,low,low,FALSE,3.6,4.5,4.5,low,0.027153469,middle,0.365257844,4.5,-1.082278558
5,0.0215,0.531875949,3.4515,6_4,abortion,middle,middle,0.12,-0.352911841,4.5,4.2,-1.617812673,middle,-0.57430683,203,3.473,middle,low,FALSE,4.23,4.5,5,middle,0.396440648,middle,0.242275405,4,-0.684468061
6.5,0.0215,-1.653241886,3.4515,6_4,abortion,middle,middle,0.05,0.016288239,4,4.2,0.299594939,low,0.713150239,414,3.473,middle,middle,TRUE,1.12,5,5.5,low,0.765727826,middle,0.07009999,6,-1.082278558
7,0.0215,-1.737555114,3.4515,6_4,abortion,middle,high,0,0.754688399,5.5,4.2,0.778946843,low,1.142302595,555,3.473,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.052882449,6.5,0.111152933
6.5,0.002,-0.541950107,3.69,6_5,evolution,middle,middle,-0.9,0.385488319,6.5,-4.166667,0.778946843,middle,0.713150239,483,3.692,middle,middle,FALSE,2.97,5.5,5.5,middle,0.765727826,low,-2.754073298,6.5,0.906773927
6.5,0.002,-1.9681346,3.69,6_5,evolution,middle,high,-0.02,0.385488319,5,-4.166667,-0.659108867,low,0.713150239,148,3.692,middle,middle,TRUE,1.07,5.5,6,middle,1.135015005,middle,-0.067172519,5,-0.286657564
6.5,0.002,0.719097234,3.69,6_5,evolution,middle,middle,0.16,0.754688399,6.5,-4.166667,0.778946843,middle,0.713150239,508,3.692,middle,middle,TRUE,4.65,6,4,middle,-0.34213371,middle,0.482420822,6.5,0.906773927
4,0.002,0.884234385,3.69,6_5,evolution,middle,middle,-0.02,0.016288239,3.5,-4.166667,-0.179756964,middle,-1.432611542,54,3.692,low,middle,TRUE,4.87,5,3.5,low,-0.711420888,middle,-0.067172519,5.5,-1.480089055
3.5,0.002,0.764134639,3.69,6_5,evolution,middle,middle,0.39,-0.352911841,4,-4.166667,-1.13846077,middle,-1.861763899,692,3.692,low,low,TRUE,4.71,4.5,3.5,low,-0.711420888,high,1.18467898,4.5,-1.082278558
5.5,0.002,0.98181543,3.69,6_5,evolution,low,low,0,-2.568112322,2,-4.166667,-0.659108867,middle,-0.145154473,499,3.692,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.006106593,5,-2.673520545
6,0.002,-0.016513715,3.69,6_5,evolution,middle,middle,-0.16,-0.352911841,5,-4.166667,0.299594939,middle,0.283997883,85,3.692,middle,middle,FALSE,3.67,4.5,5.5,middle,0.765727826,middle,-0.494634007,6,-0.286657564
6,0.002,0.231192012,3.69,6_5,evolution,middle,middle,0.06,-0.722111921,5.5,-4.166667,0.778946843,middle,0.283997883,59,3.692,middle,middle,FALSE,4,4,3.5,middle,-0.711420888,middle,0.177091188,6.5,0.111152933
5.5,0.002,0.98181543,3.69,6_5,evolution,middle,middle,0,0.016288239,6.5,-4.166667,-1.13846077,middle,-0.145154473,321,3.692,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.006106593,4.5,0.906773927
4.5,0.002,-0.774643366,3.69,6_5,evolution,middle,middle,-0.59,-0.352911841,4.5,-4.166667,-1.13846077,middle,-1.003459186,68,3.692,low,low,FALSE,2.66,4.5,3.5,middle,-0.711420888,low,-1.807551433,4.5,-0.684468061
6,0.002,-2.00566577,3.69,6_5,evolution,high,middle,0,1.123888479,5,-4.166667,-0.179756964,low,0.283997883,304,3.692,middle,middle,TRUE,1.02,6.5,5,middle,0.396440648,middle,-0.006106593,5.5,-0.286657564
6.5,0.002,0.373810462,3.69,6_5,evolution,low,middle,-0.06,-1.091312001,3,-4.166667,0.778946843,middle,0.713150239,393,3.692,middle,middle,FALSE,4.19,3.5,4,low,-0.34213371,middle,-0.189304373,6.5,-1.877899551
6.5,0.002,0.98181543,3.69,6_5,evolution,middle,middle,0,0.016288239,7,-4.166667,0.778946843,middle,0.713150239,261,3.692,middle,middle,TRUE,5,5,5.5,high,0.765727826,middle,-0.006106593,6.5,1.304584424
7,0.002,0.403835398,3.69,6_5,evolution,high,middle,0.83,1.123888479,6.5,-4.166667,0.778946843,middle,1.142302595,252,3.692,high,middle,FALSE,4.23,6.5,5,middle,0.396440648,high,2.528129369,6.5,0.906773927
6,0.002,-2.020678239,3.69,6_5,evolution,high,high,0,1.493088559,3.5,-4.166667,1.258298746,low,0.283997883,591,3.692,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,-0.006106593,7,-1.480089055
4,0.002,0.741615936,3.69,6_5,evolution,middle,middle,-0.09,-0.352911841,5.5,-4.166667,-0.179756964,middle,-1.432611542,428,3.692,low,middle,TRUE,4.68,4.5,4.5,middle,0.027153469,middle,-0.280903263,5.5,0.111152933
4,0.002,-0.361800487,3.69,6_5,evolution,middle,middle,0.23,-0.352911841,4,-4.166667,-1.13846077,middle,-1.432611542,258,3.692,low,low,FALSE,3.21,4.5,4.5,low,0.027153469,middle,0.696151565,4.5,-1.082278558
5,0.002,0.201167076,3.69,6_5,evolution,middle,middle,0.15,-0.352911841,4.5,-4.166667,-1.617812673,middle,-0.57430683,203,3.692,middle,low,FALSE,3.96,4.5,5,middle,0.396440648,middle,0.451887858,4,-0.684468061
6.5,0.002,-0.556962575,3.69,6_5,evolution,middle,middle,0.06,0.016288239,4,-4.166667,0.299594939,middle,0.713150239,414,3.692,middle,middle,FALSE,2.95,5,5.5,low,0.765727826,middle,0.177091188,6,-1.082278558
7,0.002,0.98181543,3.69,6_5,evolution,middle,high,0,0.754688399,5.5,-4.166667,0.778946843,middle,1.142302595,555,3.692,high,middle,TRUE,5,6,7,middle,1.873589362,middle,-0.006106593,6.5,0.111152933
6.5,-0.1065,1.059456696,3.2665,7_1,deathpenalty,middle,high,0.03,0.385488319,5,-2,-0.659108867,high,0.713150239,148,3.16,middle,middle,TRUE,4.69,5.5,6,middle,1.135015005,middle,0.107286831,5,-0.286657564
6.5,-0.1065,0.976362053,3.2665,7_1,deathpenalty,middle,middle,-0.05,0.754688399,6.5,-2,0.778946843,middle,0.713150239,508,3.16,middle,middle,TRUE,4.57,6,4,middle,-0.34213371,middle,0.044408102,6.5,0.906773927
4,-0.1065,0.547039732,3.2665,7_1,deathpenalty,middle,middle,0.48,-0.352911841,4,-2,-1.13846077,middle,-1.432611542,258,3.16,low,low,FALSE,3.95,4.5,4.5,low,0.027153469,middle,0.460979679,4.5,-1.082278558
4.5,-0.1065,-1.433382588,3.2665,7_1,deathpenalty,low,middle,-0.25,-1.829712161,3,-2,0.299594939,low,-1.003459186,310,3.16,low,middle,TRUE,1.09,2.5,5,low,0.396440648,middle,-0.112788719,6,-1.877899551
3.5,-0.1065,-0.727078125,3.2665,7_1,deathpenalty,middle,middle,-2.17,-0.352911841,4,-2,-1.13846077,middle,-1.861763899,692,3.16,low,low,FALSE,2.11,4.5,3.5,low,-0.711420888,low,-1.621878206,4.5,-1.082278558
6,-0.1065,0.006924554,3.2665,7_1,deathpenalty,middle,middle,-0.12,-0.352911841,5,-2,0.299594939,middle,0.283997883,85,3.16,middle,middle,FALSE,3.17,4.5,5.5,middle,0.765727826,middle,-0.010610785,6,-0.286657564
6,-0.1065,0.249283928,3.2665,7_1,deathpenalty,middle,middle,0,-0.722111921,5.5,-2,0.778946843,middle,0.283997883,59,3.16,middle,middle,FALSE,3.52,4,3.5,middle,-0.711420888,middle,0.083707307,6.5,0.111152933
5.5,-0.1065,1.274117856,3.2665,7_1,deathpenalty,middle,middle,0,0.016288239,6.5,-2,-1.13846077,high,-0.145154473,321,3.16,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,0.083707307,4.5,0.906773927
4.5,-0.1065,0.180038393,3.2665,7_1,deathpenalty,middle,middle,0.01,-0.352911841,4.5,-2,-1.13846077,middle,-1.003459186,68,3.16,low,low,FALSE,3.42,4.5,3.5,middle,-0.711420888,middle,0.091567149,4.5,-0.684468061
6,-0.1065,-1.481854463,3.2665,7_1,deathpenalty,high,middle,-3.98,1.123888479,5,-2,-0.179756964,low,0.283997883,304,3.16,middle,middle,TRUE,1.02,6.5,5,middle,0.396440648,low,-3.044509441,5.5,-0.286657564
6.5,-0.1065,-0.560888839,3.2665,7_1,deathpenalty,low,middle,0.29,-1.091312001,3,-2,0.778946843,middle,0.713150239,393,3.16,middle,middle,FALSE,2.35,3.5,4,low,-0.34213371,middle,0.311642699,6.5,-1.877899551
5,-0.1065,1.031758482,3.2665,7_1,deathpenalty,middle,middle,-0.02,0.385488319,3,-2,-0.179756964,high,-0.57430683,139,3.16,middle,middle,TRUE,4.65,5.5,4,low,-0.34213371,middle,0.067987625,5.5,-1.877899551
5.5,-0.1065,0.457020535,3.2665,7_1,deathpenalty,low,low,-0.04,-2.568112322,2,-2,-0.659108867,middle,-0.145154473,499,3.16,middle,middle,FALSE,3.82,1.5,3,low,-1.080708067,middle,0.052267943,5,-2.673520545
6,-0.1065,-1.495703571,3.2665,7_1,deathpenalty,high,high,0,1.493088559,3.5,-2,1.258298746,low,0.283997883,591,3.16,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,0.083707307,7,-1.480089055
4,-0.1065,1.094079464,3.2665,7_1,deathpenalty,middle,middle,0.02,-0.352911841,5.5,-2,-0.179756964,high,-1.432611542,428,3.16,low,middle,TRUE,4.74,4.5,4.5,middle,0.027153469,middle,0.09942699,5.5,0.111152933
7,-0.1065,1.274117856,3.2665,7_1,deathpenalty,middle,middle,3.41,0.385488319,6.5,-2,0.299594939,high,1.142302595,284,3.16,high,middle,TRUE,5,5.5,4,middle,-0.34213371,high,2.763913114,6,0.906773927
5,-0.1065,-1.357212499,3.2665,7_1,deathpenalty,middle,middle,0.04,-0.352911841,4.5,-2,-1.617812673,low,-0.57430683,203,3.16,middle,low,TRUE,1.2,4.5,5,middle,0.396440648,middle,0.115146672,4,-0.684468061
6.5,-0.1065,-0.200812053,3.2665,7_1,deathpenalty,middle,middle,0.09,0.016288239,4,-2,0.299594939,middle,0.713150239,414,3.16,middle,middle,FALSE,2.87,5,5.5,low,0.765727826,middle,0.154445877,6,-1.082278558
7,-0.1065,-1.495703571,3.2665,7_1,deathpenalty,middle,high,0,0.754688399,5.5,-2,0.778946843,low,1.142302595,555,3.16,high,middle,TRUE,1,6,7,middle,1.873589362,middle,0.083707307,6.5,0.111152933
5,-0.1065,0.60243616,3.2665,7_1,deathpenalty,middle,low,0.13,0.754688399,6.5,-2,0.299594939,middle,-0.57430683,19,3.16,middle,middle,FALSE,4.03,6,2,middle,-1.819282424,middle,0.185885241,6,0.906773927
6.5,0.05,0.922552087,3.244,7_2,gaymarriage,middle,high,0.11,0.385488319,5,3.571428571,-0.659108867,middle,0.713150239,148,3.294,middle,middle,TRUE,4.76,5.5,6,middle,1.135015005,middle,0.142590641,5,-0.286657564
6.5,0.05,-1.311458765,3.244,7_2,gaymarriage,middle,middle,0.03,0.754688399,6.5,3.571428571,0.778946843,low,0.713150239,508,3.294,middle,middle,TRUE,1.21,6,4,middle,-0.34213371,middle,-0.047530214,6.5,0.906773927
4,0.05,0.123342571,3.244,7_2,gaymarriage,middle,middle,0,-0.352911841,4,3.571428571,-1.13846077,middle,-1.432611542,258,3.294,low,low,FALSE,3.49,4.5,4.5,low,0.027153469,middle,-0.118825534,4.5,-1.082278558
4.5,0.05,-1.380681636,3.244,7_2,gaymarriage,low,middle,-0.06,-1.829712161,3,3.571428571,0.299594939,low,-1.003459186,310,3.294,low,middle,TRUE,1.1,2.5,5,low,0.396440648,middle,-0.261416175,6,-1.877899551
3.5,0.05,0.639367613,3.244,7_2,gaymarriage,middle,middle,-0.31,-0.352911841,4,3.571428571,-1.13846077,middle,-1.861763899,692,3.294,low,low,FALSE,4.31,4.5,3.5,low,-0.711420888,middle,-0.855543844,4.5,-1.082278558
6,0.05,0.802985309,3.244,7_2,gaymarriage,middle,middle,0.28,-0.352911841,5,3.571428571,0.299594939,middle,0.283997883,85,3.294,middle,middle,TRUE,4.57,4.5,5.5,middle,0.765727826,middle,0.546597456,6,-0.286657564
6,0.05,0.482042905,3.244,7_2,gaymarriage,middle,middle,-0.28,-0.722111921,5.5,3.571428571,0.778946843,middle,0.283997883,59,3.294,middle,middle,FALSE,4.06,4,3.5,middle,-0.711420888,middle,-0.784248524,6.5,0.111152933
5.5,0.05,1.073583806,3.244,7_2,gaymarriage,middle,middle,0,0.016288239,6.5,3.571428571,-1.13846077,high,-0.145154473,321,3.294,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.118825534,4.5,0.906773927
4.5,0.05,0.091877629,3.244,7_2,gaymarriage,middle,middle,-0.24,-0.352911841,4.5,3.571428571,-1.13846077,middle,-1.003459186,68,3.294,low,low,FALSE,3.44,4.5,3.5,middle,-0.711420888,middle,-0.689188097,4.5,-0.684468061
6,0.05,-1.443611519,3.244,7_2,gaymarriage,high,middle,0,1.123888479,5,3.571428571,-0.179756964,low,0.283997883,304,3.294,middle,middle,TRUE,1,6.5,5,middle,0.396440648,middle,-0.118825534,5.5,-0.286657564
6.5,0.05,-0.606644073,3.244,7_2,gaymarriage,low,middle,-0.08,-1.091312001,3,3.571428571,0.778946843,middle,0.713150239,393,3.294,middle,middle,FALSE,2.33,3.5,4,low,-0.34213371,middle,-0.308946388,6.5,-1.877899551
5,0.05,0.891087145,3.244,7_2,gaymarriage,middle,middle,-0.05,0.385488319,3,3.571428571,-0.179756964,middle,-0.57430683,139,3.294,middle,middle,TRUE,4.71,5.5,4,low,-0.34213371,middle,-0.237651068,5.5,-1.877899551
5.5,0.05,1.073583806,3.244,7_2,gaymarriage,low,low,0,-2.568112322,2,3.571428571,-0.659108867,high,-0.145154473,499,3.294,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.118825534,5,-2.673520545
6,0.05,-1.443611519,3.244,7_2,gaymarriage,high,high,0,1.493088559,3.5,3.571428571,1.258298746,low,0.283997883,591,3.294,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,-0.118825534,7,-1.480089055
4,0.05,0.87220818,3.244,7_2,gaymarriage,middle,middle,-0.04,-0.352911841,5.5,3.571428571,-0.179756964,middle,-1.432611542,428,3.294,low,middle,TRUE,4.68,4.5,4.5,middle,0.027153469,middle,-0.213885961,5.5,0.111152933
7,0.05,-1.443611519,3.244,7_2,gaymarriage,middle,middle,0,0.385488319,6.5,3.571428571,0.299594939,low,1.142302595,284,3.294,high,middle,TRUE,1,5.5,4,middle,-0.34213371,middle,-0.118825534,6,0.906773927
5,0.05,0.356183139,3.244,7_2,gaymarriage,middle,middle,-0.1,-0.352911841,4.5,3.571428571,-1.617812673,middle,-0.57430683,203,3.294,middle,low,FALSE,3.86,4.5,5,middle,0.396440648,middle,-0.356476602,4,-0.684468061
6.5,0.05,0.853329215,3.244,7_2,gaymarriage,middle,middle,1.8,0.016288239,4,3.571428571,0.299594939,middle,0.713150239,414,3.294,middle,middle,TRUE,4.65,5,5.5,low,0.765727826,high,4.158893687,6,-1.082278558
7,0.05,-1.443611519,3.244,7_2,gaymarriage,middle,high,0,0.754688399,5.5,3.571428571,0.778946843,low,1.142302595,555,3.294,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.118825534,6.5,0.111152933
