c_raw,change_mean,before_znorm,after_mean,page_qnum,topic,n_bin,e_bin,change_raw,n_znorm,a_raw,ffvalue,o_znorm,before_bin,c_znorm,WorkerId,before_mean,c_bin,o_bin,entrenched,before_raw,n_raw,e_raw,a_bin,e_znorm,change_bin,change_znorm,o_raw,a_znorm
6,-0.1975,1.029619991,3.673,14_4,abortion,high,middle,0,1.123888479,5,-4.2,-0.179756964,high,0.283997883,304,3.4755,middle,middle,TRUE,5,6.5,5,middle,0.396440648,middle,0.224481284,5.5,-0.286657564
6.5,-0.1975,-1.644893072,3.673,14_4,abortion,middle,middle,-0.01,0.016288239,4,-4.2,0.299594939,low,0.713150239,414,3.4755,middle,middle,TRUE,1.04,5,5.5,low,0.765727826,middle,0.213115143,6,-1.082278558
6.5,-0.1975,-1.070818299,3.673,14_4,abortion,low,middle,-0.08,-1.091312001,3,-4.2,0.778946843,low,0.713150239,393,3.4755,middle,middle,FALSE,1.89,3.5,4,low,-0.34213371,middle,0.133552156,6.5,-1.877899551
5,-0.1975,0.854020649,3.673,14_4,abortion,middle,middle,0.08,0.385488319,3,-4.2,-0.179756964,middle,-0.57430683,139,3.4755,middle,middle,TRUE,4.74,5.5,4,low,-0.34213371,middle,0.315410412,5.5,-1.877899551
7,-0.1975,0.962081783,3.673,14_4,abortion,middle,high,-0.01,0.754688399,7,-4.2,0.778946843,middle,1.142302595,516,3.4755,high,middle,TRUE,4.9,6,6,high,1.135015005,middle,0.213115143,6.5,1.304584424
6,-0.1975,-1.644893072,3.673,14_4,abortion,high,high,-3.96,1.493088559,3.5,-4.2,1.258298746,low,0.283997883,591,3.4755,middle,high,TRUE,1.04,7,6.5,low,1.504302184,low,-4.276510537,7,-1.480089055
4,-0.1975,0.86077447,3.673,14_4,abortion,middle,middle,0,-0.352911841,5.5,-4.2,-0.179756964,middle,-1.432611542,428,3.4755,low,middle,TRUE,4.75,4.5,4.5,middle,0.027153469,middle,0.224481284,5.5,0.111152933
5,-0.1975,0.388007009,3.673,14_4,abortion,middle,middle,0.02,-0.352911841,4.5,-4.2,-1.617812673,middle,-0.57430683,203,3.4755,middle,low,FALSE,4.05,4.5,5,middle,0.396440648,middle,0.247213566,4,-0.684468061
7,-0.1975,0.347484084,3.673,14_4,abortion,high,middle,-0.02,1.493088559,5,-4.2,1.258298746,middle,1.142302595,18,3.4755,high,high,FALSE,3.99,7,4,middle,-0.34213371,middle,0.201749002,7,-0.286657564
5.5,-0.1975,1.029619991,3.673,14_4,abortion,middle,middle,0,0.016288239,6.5,-4.2,-1.13846077,high,-0.145154473,321,3.4755,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,0.224481284,4.5,0.906773927
6.5,-0.3875,-1.837449629,3.9735,14_5,evolution,middle,high,-0.03,0.385488319,5,4,-0.659108867,low,0.713150239,148,3.586,middle,middle,TRUE,1,5.5,6,middle,1.135015005,middle,0.288342201,5,-0.286657564
6.5,-0.3875,0.706274142,3.9735,14_5,evolution,middle,middle,-0.02,0.754688399,6.5,4,0.778946843,middle,0.713150239,508,3.586,middle,middle,TRUE,4.58,6,4,middle,-0.34213371,middle,0.296407717,6.5,0.906773927
4,-0.3875,-0.096633082,3.9735,14_5,evolution,middle,middle,0.13,-0.352911841,4,4,-1.13846077,middle,-1.432611542,258,3.586,low,low,FALSE,3.45,4.5,4.5,low,0.027153469,middle,0.417390459,4.5,-1.082278558
6.5,-0.3875,0.436269943,3.9735,14_5,evolution,middle,middle,0.62,-0.352911841,6,4,0.778946843,middle,0.713150239,455,3.586,middle,middle,FALSE,4.2,4.5,4.5,middle,0.027153469,middle,0.812600749,6.5,0.50896343
3.5,-0.3875,0.684958021,3.9735,14_5,evolution,middle,middle,-0.04,-0.352911841,4,4,-1.13846077,middle,-1.861763899,692,3.586,low,low,TRUE,4.55,4.5,3.5,low,-0.711420888,middle,0.280276685,4.5,-1.082278558
5.5,-0.3875,1.004699836,3.9735,14_5,evolution,low,low,0,-2.568112322,2,4,-0.659108867,high,-0.145154473,499,3.586,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,0.31253875,5,-2.673520545
6,-0.3875,0.017052897,3.9735,14_5,evolution,middle,middle,0.28,-0.352911841,5,4,0.299594939,middle,0.283997883,85,3.586,middle,middle,FALSE,3.61,4.5,5.5,middle,0.765727826,middle,0.538373201,6,-0.286657564
6,-0.3875,0.507323679,3.9735,14_5,evolution,middle,middle,0.1,-0.722111921,5.5,4,0.778946843,middle,0.283997883,59,3.586,middle,middle,FALSE,4.3,4,3.5,middle,-0.711420888,middle,0.393193911,6.5,0.111152933
7,-0.3875,1.004699836,3.9735,14_5,evolution,middle,high,0,0.754688399,5.5,4,0.778946843,high,1.142302595,555,3.586,high,middle,TRUE,5,6,7,middle,1.873589362,middle,0.31253875,6.5,0.111152933
4.5,-0.3875,-0.068211587,3.9735,14_5,evolution,middle,middle,0.23,-0.352911841,4.5,4,-1.13846077,middle,-1.003459186,68,3.586,low,low,FALSE,3.49,4.5,3.5,middle,-0.711420888,middle,0.49804562,4.5,-0.684468061
6,-0.3875,-1.837449629,3.9735,14_5,evolution,high,middle,-4,1.123888479,5,4,-0.179756964,low,0.283997883,304,3.586,middle,middle,TRUE,1,6.5,5,middle,0.396440648,low,-2.913667698,5.5,-0.286657564
6.5,-0.3875,-0.494534007,3.9735,14_5,evolution,middle,middle,-1.79,0.016288239,4,4,0.299594939,middle,0.713150239,414,3.586,middle,middle,FALSE,2.89,5,5.5,low,0.765727826,low,-1.131188636,6,-1.082278558
6.5,-0.3875,0.407848448,3.9735,14_5,evolution,low,middle,0.38,-1.091312001,3,4,0.778946843,middle,0.713150239,393,3.586,middle,middle,FALSE,4.16,3.5,4,low,-0.34213371,middle,0.619028362,6.5,-1.877899551
5,-0.3875,0.152054996,3.9735,14_5,evolution,middle,middle,0.01,0.385488319,3,4,-0.179756964,middle,-0.57430683,139,3.586,middle,middle,FALSE,3.8,5.5,4,low,-0.34213371,middle,0.320604266,5.5,-1.877899551
7,-0.3875,0.976278341,3.9735,14_5,evolution,middle,high,0.11,0.754688399,7,4,0.778946843,middle,1.142302595,516,3.586,high,middle,TRUE,4.96,6,6,high,1.135015005,middle,0.401259427,6.5,1.304584424
6,-0.3875,-1.837449629,3.9735,14_5,evolution,high,high,-3.72,1.493088559,3.5,4,1.258298746,low,0.283997883,591,3.586,middle,high,TRUE,1,7,6.5,low,1.504302184,low,-2.687833247,7,-1.480089055
4,-0.3875,0.805749373,3.9735,14_5,evolution,middle,middle,-0.03,-0.352911841,5.5,4,-0.179756964,middle,-1.432611542,428,3.586,low,middle,TRUE,4.72,4.5,4.5,middle,0.027153469,middle,0.288342201,5.5,0.111152933
5,-0.3875,0.279951722,3.9735,14_5,evolution,middle,middle,0.04,-0.352911841,4.5,4,-1.617812673,middle,-0.57430683,203,3.586,middle,low,FALSE,3.98,4.5,5,middle,0.396440648,middle,0.344800814,4,-0.684468061
7,-0.3875,-1.816133508,3.9735,14_5,evolution,high,middle,-0.02,1.493088559,5,4,1.258298746,low,1.142302595,18,3.586,high,high,TRUE,1.03,7,4,middle,-0.34213371,middle,0.296407717,7,-0.286657564
5.5,-0.3875,1.004699836,3.9735,14_5,evolution,middle,middle,0,0.016288239,6.5,4,-1.13846077,high,-0.145154473,321,3.586,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,0.31253875,4.5,0.906773927
6.5,0.01,0.994085934,3.27,15_1,deathpenalty,middle,high,-0.05,0.385488319,5,2.16,-0.659108867,middle,0.713150239,148,3.28,middle,middle,TRUE,4.76,5.5,6,middle,1.135015005,middle,-0.190682888,5,-0.286657564
6.5,0.01,0.879900388,3.27,15_1,deathpenalty,middle,middle,0.02,0.754688399,6.5,2.16,0.778946843,middle,0.713150239,508,3.28,middle,middle,TRUE,4.59,6,4,middle,-0.34213371,middle,0.031780481,6.5,0.906773927
3.5,0.01,0.624662107,3.27,15_1,deathpenalty,middle,middle,-0.33,-0.352911841,4,2.16,-1.13846077,middle,-1.861763899,692,3.28,low,low,FALSE,4.21,4.5,3.5,low,-0.711420888,low,-1.080536363,4.5,-1.082278558
6.5,0.01,1.020953122,3.27,15_1,deathpenalty,middle,middle,0.89,0.016288239,7,2.16,0.778946843,high,0.713150239,261,3.28,middle,middle,TRUE,4.8,5,5.5,high,0.765727826,high,2.796682352,6.5,1.304584424
6,0.01,0.094035156,3.27,15_1,deathpenalty,middle,middle,0.81,-0.352911841,5,2.16,0.299594939,middle,0.283997883,85,3.28,middle,middle,FALSE,3.42,4.5,5.5,middle,0.765727826,high,2.542438502,6,-0.286657564
6,0.01,-0.073884765,3.27,15_1,deathpenalty,middle,middle,0.01,-0.722111921,5.5,2.16,0.778946843,middle,0.283997883,59,3.28,middle,middle,FALSE,3.17,4,3.5,middle,-0.711420888,middle,-5.62E-16,6.5,0.111152933
5.5,0.01,1.020953122,3.27,15_1,deathpenalty,middle,middle,-0.2,0.016288239,6.5,2.16,-1.13846077,high,-0.145154473,321,3.28,middle,low,TRUE,4.8,5,4,middle,-0.34213371,middle,-0.667390107,4.5,0.906773927
4.5,0.01,-0.013433594,3.27,15_1,deathpenalty,middle,middle,-0.49,-0.352911841,4.5,2.16,-1.13846077,middle,-1.003459186,68,3.28,low,low,FALSE,3.26,4.5,3.5,middle,-0.711420888,low,-1.589024064,4.5,-0.684468061
6,0.01,-1.524712886,3.27,15_1,deathpenalty,high,middle,0.01,1.123888479,5,2.16,-0.179756964,low,0.283997883,304,3.28,middle,middle,TRUE,1.01,6.5,5,middle,0.396440648,middle,1.43E-16,5.5,-0.286657564
5,0.01,0.947068356,3.27,15_1,deathpenalty,middle,middle,-0.03,0.385488319,3,2.16,-0.179756964,middle,-0.57430683,139,3.28,middle,middle,TRUE,4.69,5.5,4,low,-0.34213371,middle,-0.127121925,5.5,-1.877899551
7,0.01,1.155289059,3.27,15_1,deathpenalty,middle,high,0.1,0.754688399,7,2.16,0.778946843,high,1.142302595,516,3.28,high,middle,TRUE,5,6,6,high,1.135015005,middle,0.286024331,6.5,1.304584424
6,0.01,-0.537343748,3.27,15_1,deathpenalty,middle,middle,-0.32,-0.352911841,4.5,2.16,-0.659108867,middle,0.283997883,20,3.28,middle,middle,FALSE,2.48,4.5,4.5,middle,0.027153469,low,-1.048755882,5,-0.684468061
6.5,0.01,-0.544060545,3.27,15_1,deathpenalty,middle,high,-0.04,0.754688399,7,2.16,0.778946843,middle,0.713150239,276,3.28,middle,middle,FALSE,2.47,6,7,high,1.873589362,middle,-0.158902406,6.5,1.304584424
6,0.01,-1.531429683,3.27,15_1,deathpenalty,high,high,0,1.493088559,3.5,2.16,1.258298746,low,0.283997883,591,3.28,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,-0.031780481,7,-1.480089055
4,0.01,0.967218747,3.27,15_1,deathpenalty,middle,middle,0.06,-0.352911841,5.5,2.16,-0.179756964,middle,-1.432611542,428,3.28,low,middle,TRUE,4.72,4.5,4.5,middle,0.027153469,middle,0.158902406,5.5,0.111152933
7,0.01,0.906767575,3.27,15_1,deathpenalty,middle,middle,-0.09,0.385488319,6.5,2.16,0.299594939,middle,1.142302595,284,3.28,high,middle,TRUE,4.63,5.5,4,middle,-0.34213371,middle,-0.317804813,6,0.906773927
5,0.01,-1.383660152,3.27,15_1,deathpenalty,middle,middle,-0.03,-0.352911841,4.5,2.16,-1.617812673,low,-0.57430683,203,3.28,middle,low,TRUE,1.22,4.5,5,middle,0.396440648,middle,-0.127121925,4,-0.684468061
7,0.01,-1.497845698,3.27,15_1,deathpenalty,middle,middle,0,0.754688399,6.5,2.16,0.778946843,low,1.142302595,343,3.28,high,middle,TRUE,1.05,6,4.5,middle,0.027153469,middle,-0.031780481,6.5,0.906773927
7,0.01,-1.531429683,3.27,15_1,deathpenalty,middle,high,0,0.754688399,5.5,2.16,0.778946843,low,1.142302595,555,3.28,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.031780481,6.5,0.111152933
5.5,0.01,0.026867187,3.27,15_1,deathpenalty,low,low,-0.12,-2.568112322,2,2.16,-0.659108867,middle,-0.145154473,499,3.28,middle,middle,FALSE,3.32,1.5,3,low,-1.080708067,middle,-0.413146257,5,-2.673520545
6.5,0.07,0.845154255,3.415,15_2,gaymarriage,middle,high,-0.14,0.385488319,5,3.2,-0.659108867,middle,0.713150239,148,3.485,middle,middle,TRUE,4.74,5.5,6,middle,1.135015005,low,-1.983428222,5,-0.286657564
6.5,0.07,-1.532052533,3.415,15_2,gaymarriage,middle,middle,0.16,0.754688399,6.5,3.2,0.778946843,low,0.713150239,508,3.485,middle,middle,TRUE,1.21,6,4,middle,-0.34213371,middle,0.850040666,6.5,0.906773927
3.5,0.07,0.676796833,3.415,15_2,gaymarriage,middle,middle,0.12,-0.352911841,4,3.2,-1.13846077,middle,-1.861763899,692,3.485,low,low,FALSE,4.49,4.5,3.5,low,-0.711420888,middle,0.472244815,4.5,-1.082278558
6.5,0.07,-1.673472767,3.415,15_2,gaymarriage,middle,middle,0,0.016288239,7,3.2,0.778946843,low,0.713150239,261,3.485,middle,middle,TRUE,1,5,5.5,high,0.765727826,middle,-0.661142741,6.5,1.304584424
6,0.07,0.643125349,3.415,15_2,gaymarriage,middle,middle,0.18,-0.352911841,5,3.2,0.299594939,middle,0.283997883,85,3.485,middle,middle,FALSE,4.44,4.5,5.5,middle,0.765727826,high,1.038938592,6,-0.286657564
6,0.07,-0.077444414,3.415,15_2,gaymarriage,middle,middle,0.02,-0.722111921,5.5,3.2,0.778946843,middle,0.283997883,59,3.485,middle,middle,FALSE,3.37,4,3.5,middle,-0.711420888,middle,-0.472244815,6.5,0.111152933
5.5,0.07,1.020245973,3.415,15_2,gaymarriage,middle,middle,0,0.016288239,6.5,3.2,-1.13846077,high,-0.145154473,321,3.485,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.661142741,4.5,0.906773927
4.5,0.07,-0.04377293,3.415,15_2,gaymarriage,middle,middle,0.26,-0.352911841,4.5,3.2,-1.13846077,middle,-1.003459186,68,3.485,low,low,FALSE,3.42,4.5,3.5,middle,-0.711420888,high,1.794530296,4.5,-0.684468061
6,0.07,-1.653269877,3.415,15_2,gaymarriage,high,middle,-0.01,1.123888479,5,3.2,-0.179756964,low,0.283997883,304,3.485,middle,middle,TRUE,1.03,6.5,5,middle,0.396440648,middle,-0.755591704,5.5,-0.286657564
5,0.07,0.798014177,3.415,15_2,gaymarriage,middle,middle,-0.01,0.385488319,3,3.2,-0.179756964,middle,-0.57430683,139,3.485,middle,middle,TRUE,4.67,5.5,4,low,-0.34213371,middle,-0.755591704,5.5,-1.877899551
7,0.07,0.326613397,3.415,15_2,gaymarriage,middle,high,0.02,0.754688399,7,3.2,0.778946843,middle,1.142302595,516,3.485,high,middle,FALSE,3.97,6,6,high,1.135015005,middle,-0.472244815,6.5,1.304584424
6,0.07,-0.06397582,3.415,15_2,gaymarriage,middle,middle,0.13,-0.352911841,4.5,3.2,-0.659108867,middle,0.283997883,20,3.485,middle,middle,FALSE,3.39,4.5,4.5,middle,0.027153469,middle,0.566693778,5,-0.684468061
6.5,0.07,-0.481502225,3.415,15_2,gaymarriage,middle,high,0.08,0.754688399,7,3.2,0.778946843,middle,0.713150239,276,3.485,middle,middle,FALSE,2.77,6,7,high,1.873589362,middle,0.094448963,6.5,1.304584424
6,0.07,1.020245973,3.415,15_2,gaymarriage,high,high,0,1.493088559,3.5,3.2,1.258298746,high,0.283997883,591,3.485,middle,high,TRUE,5,7,6.5,low,1.504302184,middle,-0.661142741,7,-1.480089055
4,0.07,0.838419958,3.415,15_2,gaymarriage,middle,middle,0.02,-0.352911841,5.5,3.2,-0.179756964,middle,-1.432611542,428,3.485,low,middle,TRUE,4.73,4.5,4.5,middle,0.027153469,middle,-0.472244815,5.5,0.111152933
7,0.07,-1.383898003,3.415,15_2,gaymarriage,middle,middle,0.25,0.385488319,6.5,3.2,0.299594939,low,1.142302595,284,3.485,high,middle,TRUE,1.43,5.5,4,middle,-0.34213371,high,1.700081333,6,0.906773927
5,0.07,0.569048084,3.415,15_2,gaymarriage,middle,middle,0.27,-0.352911841,4.5,3.2,-1.617812673,middle,-0.57430683,203,3.485,middle,low,FALSE,4.33,4.5,5,middle,0.396440648,high,1.888979259,4,-0.684468061
7,0.07,0.824951364,3.415,15_2,gaymarriage,middle,middle,0.05,0.754688399,6.5,3.2,0.778946843,middle,1.142302595,343,3.485,high,middle,TRUE,4.71,6,4.5,middle,0.027153469,middle,-0.188897926,6.5,0.906773927
7,0.07,-1.673472767,3.415,15_2,gaymarriage,middle,high,0,0.754688399,5.5,3.2,0.778946843,low,1.142302595,555,3.485,high,middle,TRUE,1,6,7,middle,1.873589362,middle,-0.661142741,6.5,0.111152933
5.5,0.07,1.020245973,3.415,15_2,gaymarriage,low,low,0,-2.568112322,2,3.2,-0.659108867,high,-0.145154473,499,3.485,middle,middle,TRUE,5,1.5,3,low,-1.080708067,middle,-0.661142741,5,-2.673520545
6.5,-0.1015,-0.775127114,2.169,15_3,guncontrol,middle,high,0.09,0.385488319,5,-3.8,-0.659108867,middle,0.713150239,148,2.0675,middle,middle,TRUE,1.14,5.5,6,middle,1.135015005,middle,0.409938555,5,-0.286657564
6.5,-0.1015,2.074666373,2.169,15_3,guncontrol,middle,middle,-0.04,0.754688399,6.5,-3.8,0.778946843,high,0.713150239,508,2.0675,middle,middle,TRUE,4.55,6,4,middle,-0.34213371,middle,0.131651285,6.5,0.906773927
3.5,-0.1015,0.185946936,2.169,15_3,guncontrol,middle,middle,0.16,-0.352911841,4,-3.8,-1.13846077,middle,-1.861763899,692,2.0675,low,low,FALSE,2.29,4.5,3.5,low,-0.711420888,middle,0.559785547,4.5,-1.082278558
6.5,-0.1015,1.439521783,2.169,15_3,guncontrol,middle,middle,0.44,0.016288239,7,-3.8,0.778946843,high,0.713150239,261,2.0675,middle,middle,FALSE,3.79,5,5.5,high,0.765727826,high,1.159173512,6.5,1.304584424
6,-0.1015,1.063449329,2.169,15_3,guncontrol,middle,middle,0.07,-0.352911841,5,-3.8,0.299594939,high,0.283997883,85,2.0675,middle,middle,FALSE,3.34,4.5,5.5,middle,0.765727826,middle,0.367125129,6,-0.286657564
6,-0.1015,-0.599626635,2.169,15_3,guncontrol,middle,middle,0.23,-0.722111921,5.5,-3.8,0.778946843,middle,0.283997883,59,2.0675,middle,middle,TRUE,1.35,4,3.5,middle,-0.711420888,middle,0.709632538,6.5,0.111152933
5.5,-0.1015,2.23345252,2.169,15_3,guncontrol,middle,middle,-0.02,0.016288239,6.5,-3.8,-1.13846077,high,-0.145154473,321,2.0675,middle,low,TRUE,4.74,5,4,middle,-0.34213371,middle,0.174464711,4.5,0.906773927
4.5,-0.1015,0.445019071,2.169,15_3,guncontrol,middle,middle,-0.58,-0.352911841,4.5,-3.8,-1.13846077,middle,-1.003459186,68,2.0675,low,low,FALSE,2.6,4.5,3.5,middle,-0.711420888,low,-1.02431122,4.5,-0.684468061
6,-0.1015,-0.892127433,2.169,15_3,guncontrol,high,middle,-1.9,1.123888479,5,-3.8,-0.179756964,middle,0.283997883,304,2.0675,middle,middle,TRUE,1,6.5,5,middle,0.396440648,low,-3.849997345,5.5,-0.286657564
5,-0.1015,-0.78348428,2.169,15_3,guncontrol,middle,middle,0.02,0.385488319,3,-3.8,-0.179756964,middle,-0.57430683,139,2.0675,middle,middle,TRUE,1.13,5.5,4,low,-0.34213371,middle,0.260091564,5.5,-1.877899551
7,-0.1015,-0.098196696,2.169,15_3,guncontrol,middle,high,-0.02,0.754688399,7,-3.8,0.778946843,middle,1.142302595,516,2.0675,high,middle,FALSE,1.95,6,6,high,1.135015005,middle,0.174464711,6.5,1.304584424
6,-0.1015,0.160875439,2.169,15_3,guncontrol,middle,middle,-0.19,-0.352911841,4.5,-3.8,-0.659108867,middle,0.283997883,20,2.0675,middle,middle,FALSE,2.26,4.5,4.5,middle,0.027153469,middle,-0.189449411,5,-0.684468061
6.5,-0.1015,-0.524412145,2.169,15_3,guncontrol,middle,high,-0.52,0.754688399,7,-3.8,0.778946843,middle,0.713150239,276,2.0675,middle,middle,TRUE,1.44,6,7,high,1.873589362,middle,-0.895870942,6.5,1.304584424
6,-0.1015,-0.892127433,2.169,15_3,guncontrol,high,high,0,1.493088559,3.5,-3.8,1.258298746,middle,0.283997883,591,2.0675,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,0.217278138,7,-1.480089055
4,-0.1015,0.846163022,2.169,15_3,guncontrol,middle,middle,-0.01,-0.352911841,5.5,-3.8,-0.179756964,middle,-1.432611542,428,2.0675,low,middle,FALSE,3.08,4.5,4.5,middle,0.027153469,middle,0.195871425,5.5,0.111152933
7,-0.1015,-0.641412464,2.169,15_3,guncontrol,middle,middle,0.16,0.385488319,6.5,-3.8,0.299594939,middle,1.142302595,284,2.0675,high,middle,TRUE,1.3,5.5,4,middle,-0.34213371,middle,0.559785547,6,0.906773927
5,-0.1015,-0.649769629,2.169,15_3,guncontrol,middle,middle,0.06,-0.352911841,4.5,-3.8,-1.617812673,middle,-0.57430683,203,2.0675,middle,low,TRUE,1.29,4.5,5,middle,0.396440648,middle,0.345718416,4,-0.684468061
7,-0.1015,-0.808555777,2.169,15_3,guncontrol,middle,middle,0.02,0.754688399,6.5,-3.8,0.778946843,middle,1.142302595,343,2.0675,high,middle,TRUE,1.1,6,4.5,middle,0.027153469,middle,0.260091564,6.5,0.906773927
7,-0.1015,-0.892127433,2.169,15_3,guncontrol,middle,high,0,0.754688399,5.5,-3.8,0.778946843,middle,1.142302595,555,2.0675,high,middle,TRUE,1,6,7,middle,1.873589362,middle,0.217278138,6.5,0.111152933
5.5,-0.1015,-0.892127433,2.169,15_3,guncontrol,low,low,0,-2.568112322,2,-3.8,-0.659108867,middle,-0.145154473,499,2.0675,middle,middle,TRUE,1,1.5,3,low,-1.080708067,middle,0.217278138,5,-2.673520545
6.5,0.0275,0.813048654,3.682,15_4,abortion,middle,high,0.02,0.385488319,5,3.2,-0.659108867,middle,0.713150239,148,3.7095,middle,middle,TRUE,4.76,5.5,6,middle,1.135015005,middle,-0.076953439,5,-0.286657564
6.5,0.0275,0.58859924,3.682,15_4,abortion,middle,middle,-0.06,0.754688399,6.5,3.2,0.778946843,middle,0.713150239,508,3.7095,middle,middle,FALSE,4.47,6,4,middle,-0.34213371,middle,-0.897790125,6.5,0.906773927
3.5,0.0275,0.472504715,3.682,15_4,abortion,middle,middle,-0.13,-0.352911841,4,3.2,-1.13846077,middle,-1.861763899,692,3.7095,low,low,FALSE,4.32,4.5,3.5,low,-0.711420888,low,-1.616022225,4.5,-1.082278558
6.5,0.0275,-0.247281337,3.682,15_4,abortion,middle,middle,-0.08,0.016288239,7,3.2,0.778946843,middle,0.713150239,261,3.7095,middle,middle,FALSE,3.39,5,5.5,high,0.765727826,low,-1.102999297,6.5,1.304584424
6,0.0275,0.727912669,3.682,15_4,abortion,middle,middle,0.22,-0.352911841,5,3.2,0.299594939,middle,0.283997883,85,3.7095,middle,middle,TRUE,4.65,4.5,5.5,middle,0.765727826,high,1.975138275,6,-0.286657564
6,0.0275,-0.711659436,3.682,15_4,abortion,middle,middle,-0.03,-0.722111921,5.5,3.2,0.778946843,middle,0.283997883,59,3.7095,middle,middle,FALSE,2.79,4,3.5,middle,-0.711420888,middle,-0.589976368,6.5,0.111152933
5.5,0.0275,0.998799893,3.682,15_4,abortion,middle,middle,0,0.016288239,6.5,3.2,-1.13846077,middle,-0.145154473,321,3.7095,middle,low,TRUE,5,5,4,middle,-0.34213371,middle,-0.282162611,4.5,0.906773927
4.5,0.0275,-0.131186813,3.682,15_4,abortion,middle,middle,0.22,-0.352911841,4.5,3.2,-1.13846077,middle,-1.003459186,68,3.7095,low,low,FALSE,3.54,4.5,3.5,middle,-0.711420888,high,1.975138275,4.5,-0.684468061
6,0.0275,0.998799893,3.682,15_4,abortion,high,middle,0,1.123888479,5,3.2,-0.179756964,middle,0.283997883,304,3.7095,middle,middle,TRUE,5,6.5,5,middle,0.396440648,middle,-0.282162611,5.5,-0.286657564
5,0.0275,0.782090114,3.682,15_4,abortion,middle,middle,0.03,0.385488319,3,3.2,-0.179756964,middle,-0.57430683,139,3.7095,middle,middle,TRUE,4.72,5.5,4,low,-0.34213371,middle,0.025651146,5.5,-1.877899551
7,0.0275,0.967841353,3.682,15_4,abortion,middle,high,0.07,0.754688399,7,3.2,0.778946843,middle,1.142302595,516,3.7095,high,middle,TRUE,4.96,6,6,high,1.135015005,middle,0.436069489,6.5,1.304584424
6,0.0275,-0.402074037,3.682,15_4,abortion,middle,middle,0.03,-0.352911841,4.5,3.2,-0.659108867,middle,0.283997883,20,3.7095,middle,middle,FALSE,3.19,4.5,4.5,middle,0.027153469,middle,0.025651146,5,-0.684468061
6.5,0.0275,-0.355636227,3.682,15_4,abortion,middle,high,-0.11,0.754688399,7,3.2,0.778946843,middle,0.713150239,276,3.7095,middle,middle,FALSE,3.25,6,7,high,1.873589362,low,-1.410813054,6.5,1.304584424
6,0.0275,-2.097054096,3.682,15_4,abortion,high,high,0,1.493088559,3.5,3.2,1.258298746,low,0.283997883,591,3.7095,middle,high,TRUE,1,7,6.5,low,1.504302184,middle,-0.282162611,7,-1.480089055
4,0.0275,0.789829749,3.682,15_4,abortion,middle,middle,0.03,-0.352911841,5.5,3.2,-0.179756964,middle,-1.432611542,428,3.7095,low,middle,TRUE,4.73,4.5,4.5,middle,0.027153469,middle,0.025651146,5.5,0.111152933
7,0.0275,-1.841646142,3.682,15_4,abortion,middle,middle,0.1,0.385488319,6.5,3.2,0.299594939,low,1.142302595,284,3.7095,high,middle,TRUE,1.33,5.5,4,middle,-0.34213371,middle,0.743883247,6,0.906773927
5,0.0275,0.44928581,3.682,15_4,abortion,middle,middle,0.22,-0.352911841,4.5,3.2,-1.617812673,middle,-0.57430683,203,3.7095,middle,low,FALSE,4.29,4.5,5,middle,0.396440648,high,1.975138275,4,-0.684468061
7,0.0275,0.766610844,3.682,15_4,abortion,middle,middle,0.04,0.754688399,6.5,3.2,0.778946843,middle,1.142302595,343,3.7095,high,middle,TRUE,4.7,6,4.5,middle,0.027153469,middle,0.128255732,6.5,0.906773927
